Identifier-Analyte	Analyte_Name
A176006-101-xxx	M000000_A176006-101-xxx_NA_592451,25_TRUE_VAR5_FAME_Ornithine (3TMS)
A176007-101-xxx	M000000_A176007-101-xxx_NA_585344,12_TRUE_VAR5_FAME_Dihydroxyacetone phosphate (1MEOX) (3TMS) MP
A176008-101-xxx	M000000_A176008-101-xxx_NA_588387,31_PRED_VAR5_FAME_Calystegine A3 (1MEOX) (3TMS) MP
A176009-101-xxx	M000000_A176009-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine A3 (1MEOX) (3TMS) BP
A176010-101-xxx	M000000_A176010-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A176011-101-xxx	M000000_A176011-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A176012-101-xxx	M000000_A176012-101-xxx_NA_591799,12_TRUE_VAR5_FAME_Tridecanoic acid
A176014-101-xxx	M000000_A176014-101-xxx_NA_591092,12_TRUE_VAR5_FAME_Aconitic acid, trans- (3TMS)
A176015-101-xxx	M000000_A176015-101-xxx_NA_597249,44_TRUE_VAR5_FAME_4-(Methylamino)benzoic acid (1TMS)
A176016-101-xxx	M000000_A176016-101-xxx_NA_599981,56_TRUE_VAR5_FAME_Histamine, 1-methyl- (2TMS) 
A176017-101-xxx	M000000_A176017-101-xxx_NA_599839,5_TRUE_VAR5_FAME_Octopamine (3TMS)
A176018-101-xxx	M000000_A176018-101-xxx_NA_600851,81_TRUE_VAR5_FAME_1,4-Naphthoquinone, 2-methyl- (1MEOX) MP
A176019-101-xxx	M000000_A176019-101-xxx_NA_600708,19_TRUE_VAR5_FAME_Farnesol (1TMS) BP2
A176022-101-xxx	M000000_A176022-101-xxx_NA_599411,06_PRED_VAR5_FAME_NA_220_205_95
A176023-101-xxx	M000000_A176023-101-xxx_NA_600079,69_PRED_VAR5_FAME_NA_222_191_163_135_121_93_81
A176024-101-xxx	M000000_A176024-101-xxx_NA_595317,25_PRED_VAR5_FAME_D176099
A176025-101-xxx	M000000_A176025-101-xxx_NA_0_FALSE_VAR5_FAME_NA176025 (classified unknown)
A176026-101-xxx	M000000_A176026-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#bth-pae-056
A177001-101-xxx	M000000_A177001-101-xxx_NA_592488,69_TRUE_VAR5_FAME_Ribonic acid (5TMS)
A177002-101-xxx	M000000_A177002-101-xxx_NA_592349,88_TRUE_VAR5_FAME_Glycerol-3-phosphate (4TMS)
A177003-101-xxx	M000000_A177003-101-xxx_NA_596235,19_TRUE_VAR5_FAME_Levulinic acid, 5-amino- (1MEOX) (3TMS) MP
A177004-101-xxx	M000000_A177004-101-xxx_NA_594907,19_TRUE_VAR5_FAME_Glucopyranose [-H20] (4TMS)
A177005-101-xxx	M000000_A177005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A177006-101-xxx	M000000_A177006-101-xxx_NA_590486,31_TRUE_VAR5_FAME_Dihydroxyacetone phosphate (1MEOX) (3TMS) BP
A177007-101-xxx	M000000_A177007-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A177008-101-xxx	M000000_A177008-101-xxx_NA_0_FALSE_VAR5_FAME_Tetradecan-1-ol, n- (1TMS)
A177011-101-xxx	M000000_A177011-101-xxx_NA_592304,94_TRUE_VAR5_FAME_Glutamic acid, N-acetyl- (3TMS)
A177012-101-xxx	M000000_A177012-101-xxx_NA_606543_TRUE_VAR5_FAME_Glutamic acid, N-acetyl- (2TMS)
A177013-101-xxx	M000000_A177013-101-xxx_NA_604922,56_TRUE_VAR5_FAME_Methionine sulfoxide (3TMS)
A177014-101-xxx	M000000_A177014-101-xxx_NA_603312,12_TRUE_VAR5_FAME_Ethanolaminephosphate (4TMS)
A177015-101-xxx	M000000_A177015-101-xxx_NA_604869,44_TRUE_VAR5_FAME_Propanoic acid, 2-amino-3-phosphono- (4TMS)
A177016-101-xxx	M000000_A177016-101-xxx_NA_604741,25_TRUE_VAR5_FAME_Farnesol (1TMS) BP1
A177017-101-xxx	M000000_A177017-101-xxx_NA_601673,81_TRUE_VAR5_FAME_Benzoic acid, 2,5-dihydroxy- (3TMS)
A177018-101-xxx	M000000_A177018-101-xxx_NA_601992,06_TRUE_VAR5_FAME_Homovanillic acid (2TMS)
A177019-101-xxx	M000000_A177019-101-xxx_NA_603902,56_TRUE_VAR5_FAME_Imidazole, 5-amino-4-carboxamide (3TMS)
A177023-101-xxx	M000000_A177023-101-xxx_NA_601917,75_PRED_VAR5_FAME_NA_220_202_189_187_145_132_121_119_93_79
A177025-101-xxx	M000000_A177025-101-xxx_NA_0_FALSE_VAR5_FAME_NA177025 (classified unknown)
A177026-101-xxx	M000000_A177026-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-062
A178001-101-xxx	M000000_A178001-101-xxx_NA_599992,62_TRUE_VAR5_FAME_Glutamine, DL- (3TMS)
A178002-101-xxx	M000000_A178002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A178003-101-xxx	M000000_A178003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A178004-101-xxx	M000000_A178004-101-xxx_NA_599760,06_TRUE_VAR5_FAME_Vanillic acid (2TMS)
A178005-101-xxx	M000000_A178005-101-xxx_NA_596500,69_TRUE_VAR5_FAME_Lyxonic acid (5TMS)
A178006-101-xxx	M000000_A178006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A178007-101-xxx	M000000_A178007-101-xxx_NA_602306,69_TRUE_VAR5_FAME_Orotic acid, 4,5-dihydro- (3TMS)
A178008-101-xxx	M000000_A178008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A178010-101-xxx	M000000_A178010-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A178011-101-xxx	M000000_A178011-101-xxx_NA_0_FALSE_VAR5_FAME_NA178011
A178012-101-xxx	M000000_A178012-101-xxx_NA_600792_TRUE_VAR5_FAME_Mannopyranoside, 1-O-methyl-, alpha- (4TMS)
A178013-101-xxx	M000000_A178013-101-xxx_NA_605824,25_TRUE_VAR5_FAME_Galactose, 2-deoxy- (1MEOX) (4TMS) BP
A178014-101-xxx	M000000_A178014-101-xxx_NA_605322,19_TRUE_VAR5_FAME_Glucose, 2-deoxy- (1MEOX) (4TMS) MP
A178015-101-xxx	M000000_A178015-101-xxx_NA_607320,31_TRUE_VAR5_FAME_Galactose, 2-deoxy- (1MEOX) (4TMS) MP
A178016-101-xxx	M000000_A178016-101-xxx_NA_604252,88_TRUE_VAR5_FAME_Glucose, 2-deoxy- (1MEOX) (4TMS) BP
A178017-101-xxx	M000000_A178017-101-xxx_NA_610317_TRUE_VAR5_FAME_Phenylalanine, N-acetyl- (2TMS)
A178018-101-xxx	M000000_A178018-101-xxx_NA_609886,69_TRUE_VAR5_FAME_Imidazole, 5-amino-4-carboxamide (4TMS)
A178019-101-xxx	M000000_A178019-101-xxx_NA_606229,56_TRUE_VAR5_FAME_1,4-Naphthoquinone, 2-methyl- (1MEOX) BP
A178020-101-xxx	M000000_A178020-101-xxx_NA_606597,38_TRUE_VAR5_FAME_Glutamine, N-gamma-ethyl- (2TMS)
A178021-101-xxx	M000000_A178021-101-xxx_NA_610412,94_TRUE_VAR5_FAME_Shikimic acid, 3-dehydro- (1MEOX) (3TMS) BP
A178022-101-xxx	M000000_A178022-101-xxx_NA_606254,69_TRUE_VAR5_FAME_Shikimic acid, 3-dehydro- (1MEOX) (3TMS) MP
A178025-101-xxx	M000000_A178025-101-xxx_NA_0_FALSE_VAR5_FAME_NA178025
A178026-101-xxx	M000000_A178026-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-064
A179001-101-xxx	M000000_A179001-101-xxx_NA_598981,62_TRUE_VAR5_FAME_Arabinonic acid (5TMS)
A179002-101-xxx	M000000_A179002-101-xxx_NA_606056,88_TRUE_VAR5_FAME_Levulinic acid, 5-amino- (1MEOX) (3TMS) BP
A179003-101-xxx	M000000_A179003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A179004-101-xxx	M000000_A179004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A179005-101-xxx	M000000_A179005-101-xxx_NA_599686,56_TRUE_VAR5_FAME_Glyceric acid-2-phosphate (4TMS)
A179006-101-xxx	M000000_A179006-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine B4 (1MEOX) (3TMS)
A179008-101-xxx	M000000_A179008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A179009-101-xxx	M000000_A179009-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A179010-101-xxx	M000000_A179010-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A179011-101-xxx	M000000_A179011-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A179012-101-xxx	M000000_A179012-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A179013-101-xxx	M000000_A179013-101-xxx_NA_610790_TRUE_VAR5_FAME_Lactic acid, 3-imidazole- (2TMS)
A179018-101-xxx	M000000_A179018-101-xxx_NA_0_FALSE_VAR5_FAME_NA179018
A179019-101-xxx	M000000_A179019-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-065
A180001-101-xxx	M000000_A180001-101-xxx_NA_0_FALSE_VAR5_FAME_NA180001 (classified unknown)
A180002-101-xxx	M000000_A180002-101-xxx_NA_0_FALSE_VAR5_FAME_similar to Fructose Derivate
A180004-101-xxx	M000000_A180004-101-xxx_NA_0_FALSE_VAR5_FAME_NA180004
A180006-101-xxx	M000000_A180006-101-xxx_NA_610444_TRUE_VAR5_FAME_Cinnamic acid, 4-hydroxy-, cis- (2TMS)
A180008-101-xxx	M000000_A180008-101-xxx_NA_613736_PRED_VAR5_FAME_Octadecane, n-
A180009-101-xxx	M000000_A180009-101-xxx_NA_611118_TRUE_VAR5_FAME_Cinnamic acid, 2-methoxy-, trans- (1TMS)
A180010-101-xxx	M000000_A180010-101-xxx_NA_615384,69_TRUE_VAR5_FAME_Cinnamic acid, 3-methoxy-, trans- (1TMS)
A180012-101-xxx	M000000_A180012-101-xxx_NA_609510,56_PRED_VAR5_FAME_NA
A180013-101-xxx	M000000_A180013-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A180014-101-xxx	M000000_A180014-101-xxx_NA_0_FALSE_VAR5_FAME_Tetradecanoic acid, 13-methyl-, methyl ester
A180015-101-xxx	M000000_A180015-101-xxx_NA_0_FALSE_VAR5_FAME_Tetradecanoic acid, 12-methyl-, methyl ester
A180016-101-xxx	M000000_A180016-101-xxx_NA_618700,5_TRUE_VAR5_FAME_Histidine, N-tau-methyl- (2TMS)
A180017-101-xxx	M000000_A180017-101-xxx_NA_617071,88_TRUE_VAR5_FAME_Homoserine lactone, N-heptanoyl- (1TMS)
A180018-101-xxx	M000000_A180018-101-xxx_NA_616578,56_TRUE_VAR5_FAME_Indole-3-acetaldehyde (1TMS)
A180019-101-xxx	M000000_A180019-101-xxx_NA_615887,62_TRUE_VAR5_FAME_Heptanedioic acid, 2-amino- (3TMS)
A180020-101-xxx	M000000_A180020-101-xxx_NA_616229,31_TRUE_VAR5_FAME_Farnesol (1TMS) MP
A180026-101-xxx	M000000_A180026-101-xxx_NA_0_FALSE_VAR5_FAME_NA180026
A181001-101-xxx	M000000_A181001-101-xxx_NA_0_FALSE_VAR5_FAME_NA181001
A181002-101-xxx	M000000_A181002-101-xxx_NA_612968,31_TRUE_VAR5_FAME_Shikimic acid (4TMS)
A181003-101-xxx	M000000_A181003-101-xxx_NA_611575,31_TRUE_VAR5_FAME_Glyceric acid-3-phosphate (4TMS)
A181004-101-xxx	M000000_A181004-101-xxx_NA_0_FALSE_VAR5_FAME_similar to Fructose Derivate
A181005-101-xxx	M000000_A181005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A181006-101-xxx	M000000_A181006-101-xxx_NA_613050,94_PRED_VAR5_FAME_Calystegine B2 (1MEOX) (4TMS) MP
A181007-101-xxx	M000000_A181007-101-xxx_NA_609539,19_PRED_VAR5_FAME_Azelaic Acid (2TMS)
A181010-101-xxx	M000000_A181010-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A181011-101-xxx	M000000_A181011-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A181012-101-xxx	M000000_A181012-101-xxx_NA_621654,94_TRUE_VAR5_FAME_Ethoxyquin (1TMS)
A181013-101-xxx	M000000_A181013-101-xxx_NA_621419,69_TRUE_VAR5_FAME_Synephrine (3TMS)
A181014-101-xxx	M000000_A181014-101-xxx_NA_621381,81_TRUE_VAR5_FAME_Benzoic acid, 2-amino-3-methoxy- (2TMS)
A181015-101-xxx	M000000_A181015-101-xxx_NA_622385,44_TRUE_VAR5_FAME_Phenylalanine, N-acetyl- (1TMS)
A181019-101-xxx	M000000_A181019-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-068
A182001-101-xxx	M000000_A182001-101-xxx_NA_620500,75_TRUE_VAR5_FAME_Cinnamic acid, 2-hydroxy-, trans- (2TMS)
A182002-101-xxx	M000000_A182002-101-xxx_NA_618272,25_TRUE_VAR5_FAME_Ornithine (4TMS)
A182003-101-xxx	M000000_A182003-101-xxx_NA_617686,75_TRUE_VAR5_FAME_Isocitric acid (4TMS)
A182004-101-xxx	M000000_A182004-101-xxx_NA_618058,62_TRUE_VAR5_FAME_Citric acid (4TMS)
A182005-101-xxx	M000000_A182005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A182006-101-xxx	M000000_A182006-101-xxx_NA_619236,12_TRUE_VAR5_FAME_Hypoxanthine (2TMS)
A182007-101-xxx	M000000_A182007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A182009-101-xxx	M000000_A182009-101-xxx_NA_0_FALSE_VAR5_FAME_similar to Fructose Derivate
A182011-101-xxx	M000000_A182011-101-xxx_NA_0_FALSE_VAR5_FAME_Pentadecanoic acid methyl ester, n-
A182012-101-xxx	M000000_A182012-101-xxx_NA_618182,38_TRUE_VAR5_FAME_Galactopyranoside, 1-O-methyl-, alpha- (4TMS)
A182013-101-xxx	M000000_A182013-101-xxx_NA_0_FALSE_VAR5_FAME_Glucose, 3-O-methyl- (1MEOX) (4TMS)
A182014-101-xxx	M000000_A182014-101-xxx_NA_0_FALSE_VAR5_FAME_NA182014 (classified unknown)
A182015-101-xxx	M000000_A182015-101-xxx_NA_624554,88_TRUE_VAR5_FAME_Serine, O-phospho- (4TMS)
A182016-101-xxx	M000000_A182016-101-xxx_NA_627682,81_TRUE_VAR5_FAME_Homogentisic acid (3TMS)
A182017-101-xxx	M000000_A182017-101-xxx_NA_627715,62_TRUE_VAR5_FAME_Acetic acid, 3-hydroxyphenyl- (3TMS)
A182018-101-xxx	M000000_A182018-101-xxx_NA_627212,12_TRUE_VAR5_FAME_Benzimidazole, 5,6-dimethyl- (1TMS)
A182019-101-xxx	M000000_A182019-101-xxx_NA_627121,5_TRUE_VAR5_FAME_Dodecanoic acid, 3-hydroxy- (2TMS)
A182020-101-xxx	M000000_A182020-101-xxx_NA_626420,12_TRUE_VAR5_FAME_Prolyl-glycine (2TMS)
A182021-101-xxx	M000000_A182021-101-xxx_NA_625517,44_TRUE_VAR5_FAME_Acetic acid, 3,4-dihydroxyphenyl- (3TMS)
A182025-101-xxx	M000000_A182025-101-xxx_NA_625699,56_TRUE_VAR5_FAME_beta-D-Allose (5TMS)
A182026-101-xxx	M000000_A182026-101-xxx_NA_0_FALSE_VAR5_FAME_Galactose_1_5TMS
A183001-101-xxx	M000000_A183001-101-xxx_NA_621784_TRUE_VAR5_FAME_Arginine [-NH3] (3TMS)
A183002-101-xxx	M000000_A183002-101-xxx_NA_0_FALSE_VAR5_FAME_Pinitol, D- (5TMS)
A183003-101-xxx	M000000_A183003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A183004-101-xxx	M000000_A183004-101-xxx_NA_621010,31_TRUE_VAR5_FAME_Benzoic acid, 3,4-dihydroxy- (3TMS)
A183005-101-xxx	M000000_A183005-101-xxx_NA_616300,81_PRED_VAR5_FAME_Calystegine B2 (1MEOX) (4TMS) BP
A183006-101-xxx	M000000_A183006-101-xxx_NA_618547,94_PRED_VAR5_FAME_Calystegine B2 (1MEOX) (3TMS) MP
A183007-101-xxx	M000000_A183007-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine B2 (1MEOX) (3TMS) BP
A183008-101-xxx	M000000_A183008-101-xxx_NA_612740_PRED_VAR5_FAME_Calystegine B3 (1MEOX) (4TMS) BP
A183009-101-xxx	M000000_A183009-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A183010-101-xxx	M000000_A183010-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A183011-101-xxx	M000000_A183011-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A183012-101-xxx	M000000_A183012-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A183013-101-xxx	M000000_A183013-101-xxx_NA_0_FALSE_VAR5_FAME_Glucose, 3-O-methyl- (1MEOX) (4TMS)
A183014-101-xxx	M000000_A183014-101-xxx_NA_631411,06_TRUE_VAR5_FAME_Aspartic acid, N-(aminocarbonyl)- (4TMS)
A183015-101-xxx	M000000_A183015-101-xxx_NA_631222,19_TRUE_VAR5_FAME_Epinephrine (3TMS)
A183016-101-xxx	M000000_A183016-101-xxx_NA_630249,5_TRUE_VAR5_FAME_Pyridoxal (1MEOX) (2TMS) BP
A183017-101-xxx	M000000_A183017-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-072
A183018-101-xxx	M000000_A183018-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-073
A183019-101-xxx	M000000_A183019-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-074
A184001-101-xxx	M000000_A184001-101-xxx_NA_631837,44_TRUE_VAR5_FAME_Benzoic acid, 4-amino- (2TMS)
A184002-101-xxx	M000000_A184002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A184003-101-xxx	M000000_A184003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A184004-101-xxx	M000000_A184004-101-xxx_NA_0_FALSE_VAR5_FAME_similar to NA (Hexopyranose like)
A184005-101-xxx	M000000_A184005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A184007-101-xxx	M000000_A184007-101-xxx_NA_628139,88_TRUE_VAR5_FAME_Tagatose (1MEOX) (5TMS) BP
A184009-101-xxx	M000000_A184009-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine B4 (1MEOX) (4TMS)
A184010-101-xxx	M000000_A184010-101-xxx_NA_633767,69_TRUE_VAR5_FAME_Cinnamic acid, 4-methoxy-, trans- (1TMS)
A184011-101-xxx	M000000_A184011-101-xxx_NA_625042,69_TRUE_VAR5_FAME_Citric acid, 2-methyl- (4TMS) BP
A184012-101-xxx	M000000_A184012-101-xxx_NA_0_FALSE_VAR5_FAME_Calystegine B1 (1MEOX) (TMS)
A184014-101-xxx	M000000_A184014-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A184016-101-xxx	M000000_A184016-101-xxx_NA_0_FALSE_VAR5_FAME_Jasmonic acid, (+/-)- (1TMS)
A184017-101-xxx	M000000_A184017-101-xxx_NA_630130,56_TRUE_VAR5_FAME_Cadaverine (4TMS)
A184018-101-xxx	M000000_A184018-101-xxx_NA_0_FALSE_VAR5_FAME_Jasmonic acid (2TMS)
A184019-101-xxx	M000000_A184019-101-xxx_NA_0_FALSE_VAR5_FAME_Jasmonic acid (1MEOX) (1TMS)
A184020-101-xxx	M000000_A184020-101-xxx_NA_638574,31_TRUE_VAR5_FAME_Hippuric acid (1TMS)
A184021-101-xxx	M000000_A184021-101-xxx_NA_617713,62_TRUE_VAR5_FAME_Hippuric acid (2TMS)
A184022-101-xxx	M000000_A184022-101-xxx_NA_634847,81_TRUE_VAR5_FAME_Pyruvic acid, 4-hydroxyphenyl- (1MEOX) (2TMS) BP
A184023-101-xxx	M000000_A184023-101-xxx_NA_634940,62_TRUE_VAR5_FAME_Homoserine lactone, N-heptanoyl-
A184024-101-xxx	M000000_A184024-101-xxx_NA_636031,94_TRUE_VAR5_FAME_Propanoic acid, 2-amino-3-ureido- (3TMS)
A184025-101-xxx	M000000_A184025-101-xxx_NA_632526,56_TRUE_VAR5_FAME_Saccharin (1TMS)
A184026-101-xxx	M000000_A184026-101-xxx_NA_635270,75_TRUE_VAR5_FAME_Histidinol (3TMS)
A184027-101-xxx	M000000_A184027-101-xxx_NA_633712,06_TRUE_VAR5_FAME_Cinnamic acid, 3,4,5-trimethoxy-, trans- (1TMS)
A184030-101-xxx	M000000_A184030-101-xxx_NA_0_FALSE_VAR5_FAME_NA184030 (classified unknown)
A184031-101-xxx	M000000_A184031-101-xxx_NA_0_FALSE_VAR5_FAME_N-(3-Oxohexanoyl)-homoserine-lactone_1_1MeOX_1TMS
A184032-101-xxx	M000000_A184032-101-xxx_NA_0_FALSE_VAR5_FAME_KDG_2_1MeOX_4TMS
A184033-101-xxx	M000000_A184033-101-xxx_NA_0_FALSE_VAR5_FAME_KDG_1_1MeOX_4TMS
A184034-101-xxx	M000000_A184034-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-075
A184035-101-xxx	M000000_A184035-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-076
A184036-101-xxx	M000000_A184036-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-078
A184037-101-xxx	M000000_A184037-101-xxx_NA_0_FALSE_VAR5_FAME_2-Hydroxytetradecanoic_acid_1MeO
A185001-101-xxx	M000000_A185001-101-xxx_NA_633717,94_TRUE_VAR5_FAME_Quinic acid (5TMS)
A185002-101-xxx	M000000_A185002-101-xxx_NA_632556_TRUE_VAR5_FAME_Dehydroascorbic acid dimer (2MEOX) MP
A185003-101-xxx	M000000_A185003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A185004-101-xxx	M000000_A185004-101-xxx_NA_634726,5_TRUE_VAR5_FAME_Tetradecanoic acid (1TMS)
A185006-101-xxx	M000000_A185006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A185007-101-xxx	M000000_A185007-101-xxx_NA_631418,88_TRUE_VAR5_FAME_Psicose (1MEOX) (5TMS) BP
A185008-101-xxx	M000000_A185008-101-xxx_NA_627917,81_TRUE_VAR5_FAME_Citric acid, 2-methyl- (4TMS) MP
A185010-101-xxx	M000000_A185010-101-xxx_NA_632076_TRUE_VAR5_FAME_Galactopyranoside, 1-O-methyl-, beta- (4TMS)
A185011-101-xxx	M000000_A185011-101-xxx_NA_650418,31_TRUE_VAR5_FAME_Caffeine
A185012-101-xxx	M000000_A185012-101-xxx_NA_0_FALSE_VAR5_FAME_Fructose, D- (5TMS)
A185013-101-xxx	M000000_A185013-101-xxx_NA_645928,69_TRUE_VAR5_FAME_Gulonic acid, 2-oxo- (1MEOX) (5TMS) BP
A185014-101-xxx	M000000_A185014-101-xxx_NA_638532,88_TRUE_VAR5_FAME_Panthenol (4TMS)
A185015-101-xxx	M000000_A185015-101-xxx_NA_637260,31_TRUE_VAR5_FAME_Threitol, dithio- (4TMS)
A185016-101-xxx	M000000_A185016-101-xxx_NA_638918,94_TRUE_VAR5_FAME_Homoserine lactone, N-2-oxocaproyl- (1MEOX) BP
A185017-101-xxx	M000000_A185017-101-xxx_NA_639613,19_TRUE_VAR5_FAME_Histamine, N-omega-acetyl- (2TMS)
A185018-101-xxx	M000000_A185018-101-xxx_NA_636978,06_TRUE_VAR5_FAME_Tyrosine, meta- (2TMS)
A185019-101-xxx	M000000_A185019-101-xxx_NA_637236,12_TRUE_VAR5_FAME_Homoserine lactone, N-2-oxocaproyl- (1MEOX) (1TMS) MP
A185023-101-xxx	M000000_A185023-101-xxx_NA_636685,31_PRED_VAR5_FAME_Artemisinic acid (1TMS)
A185024-101-xxx	M000000_A185024-101-xxx_NA_0_FALSE_VAR5_FAME_N-(3-Oxohexanoyl)-homoserine-lactone_2_1MeOX_1TMS
A186001-101-xxx	M000000_A186001-101-xxx_NA_645989,69_TRUE_VAR5_FAME_Gulonic acid, 2-oxo- (1MEOX) (5TMS) MP
A186002-101-xxx	M000000_A186002-101-xxx_NA_636037,75_TRUE_VAR5_FAME_Lysine (3TMS)
A186003-101-xxx	M000000_A186003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A186004-101-xxx	M000000_A186004-101-xxx_NA_0_FALSE_VAR5_FAME_Glutamine, N-acetyl-, DL- (4TMS)
A186005-101-xxx	M000000_A186005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A186006-101-xxx	M000000_A186006-101-xxx_NA_636890,06_TRUE_VAR5_FAME_Tagatose (1MEOX) (5TMS) MP
A186007-101-xxx	M000000_A186007-101-xxx_NA_636420,81_TRUE_VAR5_FAME_Psicose (1MEOX) (5TMS) MP
A186008-101-xxx	M000000_A186008-101-xxx_NA_637611,44_TRUE_VAR5_FAME_Sorbose (1MEOX) (5TMS) BP
A186009-101-xxx	M000000_A186009-101-xxx_NA_638554,44_TRUE_VAR5_FAME_Cinnamic acid, 3,5-dimethoxy-, cis- (1TMS)
A186010-101-xxx	M000000_A186010-101-xxx_NA_642731,12_TRUE_VAR5_FAME_NA
A186011-101-xxx	M000000_A186011-101-xxx_NA_613382,81_PRED_VAR5_FAME_Glycylglycine (4TMS)
A186012-101-xxx	M000000_A186012-101-xxx_NA_620921,62_PRED_VAR5_FAME_Glycylglycine (3TMS)
A186013-101-xxx	M000000_A186013-101-xxx_NA_0_FALSE_VAR5_FAME_Viburnitol (5TMS)
A186014-101-xxx	M000000_A186014-101-xxx_NA_641274,88_TRUE_VAR5_FAME_Homoserine lactone, N-2-oxocaproyl- (1MEOX) (1TMS) BP
A186015-101-xxx	M000000_A186015-101-xxx_NA_642912,12_TRUE_VAR5_FAME_Glucose, 2-amino-2-deoxy- (4TMS) MP
A186016-101-xxx	M000000_A186016-101-xxx_NA_644442,25_TRUE_VAR5_FAME_Propanoic acid, 3-amino-3-(4-hydroxyphenyl)- (2TMS)
A186017-101-xxx	M000000_A186017-101-xxx_NA_641873,69_TRUE_VAR5_FAME_Phenylglycol, 3,4-dihydroxy- (4TMS)
A186018-101-xxx	M000000_A186018-101-xxx_NA_641383,56_TRUE_VAR5_FAME_Anthranilic acid, 3-hydroxy- (3TMS)
A186019-101-xxx	M000000_A186019-101-xxx_NA_644254,94_TRUE_VAR5_FAME_Mandelic acid, 4-hydroxy-3-methoxy- (3TMS)
A186020-101-xxx	M000000_A186020-101-xxx_NA_643749,62_TRUE_VAR5_FAME_Nicotinuric acid (2TMS)
A186021-101-xxx	M000000_A186021-101-xxx_NA_641769,69_TRUE_VAR5_FAME_Indole, 5-cyano- (1TMS)
A186022-101-xxx	M000000_A186022-101-xxx_NA_640966,31_TRUE_VAR5_FAME_Adipamide (2TMS)
A186023-101-xxx	M000000_A186023-101-xxx_NA_643491,5_TRUE_VAR5_FAME_4-(Methylamino)benzoic acid (2TMS)
A186025-101-xxx	M000000_A186025-101-xxx_NA_642837,31_PRED_VAR5_FAME_NA_236_163_107_81
A186026-101-xxx	M000000_A186026-101-xxx_NA_0_FALSE_VAR5_FAME_NA186026
A186027-101-xxx	M000000_A186027-101-xxx_NA_0_FALSE_VAR5_FAME_NA186027
A186028-101-xxx	M000000_A186028-101-xxx_NA_0_FALSE_VAR5_FAME_Pyridoxamine_2TMS
A187001-101-xxx	M000000_A187001-101-xxx_NA_641367,06_TRUE_VAR5_FAME_Asparagine (4TMS) BP2
A187002-101-xxx	M000000_A187002-101-xxx_NA_638184,81_TRUE_VAR5_FAME_Fructose (1MEOX) (5TMS) MP
A187003-101-xxx	M000000_A187003-101-xxx_NA_645193,56_TRUE_VAR5_FAME_Gluconic acid, 2-oxo- (1MEOX) (5TMS) MP
